2015/4/13,50,60,39,16,43,75,100,51,0.16,29.97,11,30,7.7,Fog Rain

2015/4/14,48,60,35,18,31,55,93,14,0.00,30.19,6,15,9.1,

2015/4/15,50,57,42,15,23,36,57,22,0.00,30.35,6,15,9.1,

2015/4/16,45,50,40,20,33,63,87,47,0.03,30.26,6,16,9.1,Rain

2015/4/17,53,65,41,12,43,87,100,37,0.02,30.02,4,14,4.6,Fog Rain

2015/4/18,54,69,40,10,35,55,93,12,0.00,30.03,6,24,8.5,

2015/4/19,44,50,39,20,31,57,76,26,0.35,30.11,19,32,9.1,Rain

2015/4/20,47,55,39,18,43,93,100,74,0.59,29.49,20,33,6.0,Rain Thunderstorm

2015/4/21,44,50,39,20,38,78,93,61,0.12,29.58,16,41,8.3,Rain Thunderstorm

2015/4/22,40,46,35,24,33,74,93,49,0.00,29.61,12,24,9.1,Rain

2015/4/23,35,39,31,30,24,64,87,41,0.00,29.79,14,25,9.1,Rain Snow

2015/4/24,38,46,30,27,22,53,75,25,0.00,30.00,12,18,9.1,Rain

2015/4/25,39,46,32,26,25,56,65,41,0.00,29.94,8,13,9.1,

2015/4/26,46,54,38,19,31,55,70,38,0.00,29.83,10,16,9.1,

2015/4/27,49,56,42,16,35,62,76,38,0.00,29.88,9,16,9.1,

2015/4/28,54,66,43,10,38,55,76,31,0.00,29.97,10,15,9.1,

2015/4/29,50,58,43,14,40,62,81,45,0.00,29.80,7,13,7.5,

2015/4/30,48,55,41,17,39,66,87,45,0.00,29.82,7,16,9.1,Rain

2015/5/1,55,68,42,10,40,56,87,31,0.00,30.00,4,12,7.8,

2015/5/2,55,66,44,10,38,56,76,32,0.00,30.01,6,14,9.1,

2015/5/3,58,75,42,6,41,60,87,33,0.00,30.03,4,15,7.8,

2015/5/4,58,68,49,6,46,65,82,52,0.03,30.05,4,17,8.3,Rain

2015/5/5,51,58,44,14,42,64,87,39,0.00,30.27,6,15,8.4,

2015/5/6,52,64,40,13,40,66,93,35,0.00,30.27,3,12,8.9,

2015/5/7,52,61,43,13,43,66,93,47,0.00,30.16,3,10,8.2,

2015/5/8,55,64,46,10,50,79,94,59,0.00,30.05,4,17,7.5,

2015/5/9,60,72,47,6,51,77,88,55,0.01,30.05,4,16,6.9,Rain Thunderstorm

2015/5/10,62,73,51,3,59,86,94,73,0.01,30.05,7,20,4.5,Rain Thunderstorm

2015/5/11,56,60,50,10,53,93,100,82,0.28,29.92,14,30,4.5,Fog Rain Thunderstorm

2015/5/12,54,61,47,11,49,85,100,48,0.00,29.81,8,29,4.6,Rain

2015/5/13,50,58,43,14,37,66,87,23,0.00,30.22,12,22,8.8,Rain

2015/5/14,50,61,38,16,33,51,76,28,0.00,30.41,6,10,8.5,

2015/5/15,49,52,46,16,40,70,87,38,0.02,30.12,10,21,8.8,Rain

2015/5/16,59,73,45,6,50,75,93,41,0.00,30.06,4,12,7.9,

2015/5/17,55,62,48,10,50,75,88,63,0.00,30.15,5,15,9.1,

2015/5/18,58,66,51,6,53,81,94,69,0.00,29.99,9,17,8.8,

2015/5/19,58,65,46,8,46,69,100,44,0.00,29.93,9,21,7.5,

2015/5/20,49,59,39,16,31,57,81,21,0.00,30.08,12,21,9.1,Rain

2015/5/21,54,64,45,10,34,47,81,15,0.00,29.93,7,17,9.1,

2015/5/22,52,59,46,12,33,49,87,27,0.00,30.06,9,21,9.1,

2015/5/23,50,60,39,16,34,55,82,22,0.00,30.34,7,17,9.1,

2015/5/24,59,73,45,6,43,57,76,29,0.00,30.21,5,13,9.1,

2015/5/25,62,68,55,4,50,69,82,59,0.00,30.06,6,15,9.1,Rain

2015/5/26,64,72,55,2,56,79,88,64,0.00,30.01,7,14,9.1,

2015/5/27,60,65,53,6,55,85,94,64,0.00,29.95,7,18,9.1,Rain

2015/5/28,64,75,53,1,53,71,94,44,0.00,30.14,8,16,9.1,

2015/5/29,59,64,54,6,52,74,82,62,0.00,30.17,9,17,9.1,Rain

2015/5/30,64,76,51,2,62,85,100,69,0.79,29.95,7,18,7.2,Rain Thunderstorm

2015/5/31,50,54,46,15,47,87,94,76,0.43,30.18,14,22,7.6,Rain

2015/6/1,51,56,46,14,44,74,88,59,0.00,30.20,7,13,9.1,

2015/6/2,54,60,47,12,47,77,93,63,0.00,30.20,5,14,9.1,

2015/6/3,54,59,50,10,45,69,82,48,0.00,30.20,10,17,9.1,

2015/6/4,57,63,51,8,50,79,88,65,0.00,30.11,11,17,9.1,

2015/6/5,60,70,49,6,57,86,100,68,0.39,29.97,5,16,7.3,Rain Thunderstorm

2015/6/6,57,61,51,8,45,63,73,48,0.00,30.15,8,14,9.1,

2015/6/7,54,60,48,11,47,73,94,56,0.39,29.92,9,20,9.1,Rain

2015/6/8,60,67,54,4,60,96,100,82,0.55,29.64,6,16,3.3,Fog Rain Thunderstorm

2015/6/9,62,68,55,4,58,85,100,68,0.16,29.66,5,9,7.6,Rain

2015/6/10,63,74,52,2,59,84,100,55,0.35,29.67,7,25,7.4,Rain Thunderstorm

2015/6/11,61,69,53,4,54,77,94,62,0.00,29.90,8,14,9.1,

2015/6/12,60,64,57,4,57,87,94,61,0.24,29.88,9,23,7.5,Rain Thunderstorm

2015/6/13,64,70,59,N/A,57,80,94,56,0.00,30.05,5,10,8.7,

2015/6/14,60,64,57,4,57,89,100,68,0.16,29.98,8,16,6.1,Rain

2015/6/15,62,69,56,2,62,96,100,83,0.00,29.91,4,13,2.6,Fog

2015/6/16,69,81,57,N/A,60,86,100,28,0.71,29.87,5,16,5.0,Fog Rain

2015/6/17,63,66,60,2,48,57,68,47,0.00,30.12,12,20,9.1,

2015/6/18,68,79,57,N/A,56,67,88,55,0.00,29.92,5,12,9.1,

2015/6/19,64,67,60,2,54,70,83,60,0.00,30.03,8,13,9.1,

2015/6/20,60,66,55,4,52,71,82,53,0.00,29.95,10,18,9.1,

2015/6/21,71,83,59,N/A,58,69,94,37,0.00,29.77,5,20,8.9,

2015/6/22,68,75,61,N/A,59,72,83,51,0.75,29.88,5,14,8.9,Rain Thunderstorm

2015/6/23,72,79,64,N/A,63,83,100,47,0.08,29.72,8,25,7.6,Rain Thunderstorm

2015/6/24,64,73,56,N/A,55,72,82,50,0.00,30.06,6,12,9.1,

2015/6/25,64,69,60,N/A,57,74,94,63,0.00,30.03,6,17,9.1,

2015/6/26,65,70,60,N/A,54,67,94,38,0.00,30.06,6,12,9.1,

2015/6/27,62,68,55,4,55,85,100,31,0.71,29.92,19,31,5.6,Rain Thunderstorm

2015/6/28,56,60,54,8,55,95,100,88,0.28,29.74,17,30,5.6,Rain Thunderstorm

2015/6/29,65,73,57,N/A,57,80,94,53,0.00,29.86,6,12,9.1,

2015/6/30,61,65,57,4,58,92,100,77,0.00,29.80,9,20,8.0,Rain

2015/7/1,66,75,57,N/A,58,83,100,46,0.00,29.76,6,16,5.0,Fog

2015/7/2,63,68,58,2,52,66,82,28,0.00,29.96,7,12,9.1,

2015/7/3,62,71,53,3,47,56,77,36,0.00,29.98,6,9,9.1,

2015/7/4,63,71,55,2,51,59,82,33,0.00,29.94,4,8,9.1,

2015/7/5,68,75,61,N/A,60,71,83,56,0.00,30.09,4,13,9.1,

2015/7/6,68,74,62,N/A,62,79,94,58,0.00,30.04,6,14,8.9,

2015/7/7,69,76,62,N/A,67,88,94,78,0.28,29.84,7,18,7.3,Rain Thunderstorm

2015/7/8,63,67,59,2,54,71,83,51,0.00,30.05,7,14,9.1,

2015/7/9,64,68,59,2,57,79,88,59,0.00,29.96,4,12,9.1,Rain

2015/7/10,66,74,57,N/A,56,68,83,46,0.00,30.05,5,9,9.1,

2015/7/11,70,80,61,N/A,60,71,88,45,0.00,30.10,4,10,9.1,

2015/7/12,72,80,65,N/A,63,73,94,47,0.00,30.03,3,8,9.0,

2015/7/13,70,74,65,N/A,64,82,94,68,0.00,29.83,5,16,8.6,

2015/7/14,70,75,66,N/A,67,90,100,74,0.08,29.55,4,20,6.2,Rain

2015/7/15,60,66,55,4,51,65,78,53,0.00,29.90,11,18,9.1,

2015/7/16,64,70,59,N/A,55,68,83,48,0.00,30.09,8,13,9.1,

2015/7/17,66,68,63,N/A,62,88,94,73,0.20,29.89,9,16,8.2,Rain

2015/7/18,74,82,65,N/A,68,91,100,70,0.01,29.83,4,13,4.5,Fog Rain Thunderstorm

2015/7/19,76,82,70,N/A,68,78,94,58,0.03,29.74,9,38,9.1,Rain Thunderstorm

2015/7/20,71,78,64,N/A,63,72,88,57,0.00,29.73,8,15,9.1,

2015/7/21,74,79,68,N/A,56,56,88,31,0.00,29.68,9,20,9.1,

2015/7/22,69,78,60,N/A,49,47,68,26,0.00,29.84,11,20,9.1,

2015/7/23,66,78,55,N/A,51,52,82,25,0.00,29.94,6,15,9.1,

2015/7/24,68,78,59,N/A,56,63,83,41,0.00,29.96,7,14,9.1,

2015/7/25,72,79,65,N/A,63,75,83,65,0.00,29.88,6,16,9.1,Thunderstorm

2015/7/26,72,81,62,N/A,63,70,94,54,0.00,29.92,5,10,9.1,

2015/7/27,74,84,64,N/A,63,65,94,48,0.00,29.98,4,9,9.1,

2015/7/28,77,86,68,N/A,62,57,78,37,0.00,29.99,4,9,9.1,

2015/7/29,76,84,69,N/A,67,69,78,56,0.00,29.91,4,9,9.0,

2015/7/30,74,85,62,N/A,59,55,83,32,0.00,29.81,9,20,9.1,

2015/7/31,71,83,59,N/A,57,60,83,32,0.02,29.81,9,25,8.8,Rain

2015/8/1,66,76,57,N/A,57,69,94,50,0.00,29.81,7,18,9.1,Thunderstorm

2015/8/2,66,75,56,N/A,59,80,94,43,0.28,29.74,7,25,8.3,Rain Thunderstorm

2015/8/3,67,79,55,N/A,55,74,100,36,0.08,29.70,10,17,8.9,Rain

2015/8/4,65,74,56,N/A,57,76,94,60,0.20,29.85,6,15,8.6,Rain Thunderstorm

2015/8/5,64,74,53,2,52,60,94,38,0.00,29.97,8,15,9.1,

2015/8/6,61,71,51,4,53,71,88,51,0.00,30.00,5,9,8.9,

2015/8/7,63,70,56,2,57,75,83,61,0.00,29.98,5,13,9.1,

2015/8/8,66,70,62,N/A,58,76,88,64,0.00,30.04,8,15,9.1,Rain

2015/8/9,64,73,56,N/A,57,69,94,45,0.00,30.05,5,12,9.1,

2015/8/10,64,70,59,N/A,61,85,100,64,0.39,29.85,5,10,8.1,Rain Thunderstorm

2015/8/11,71,79,63,N/A,62,73,100,49,0.00,29.80,8,20,8.0,Rain Thunderstorm

2015/8/12,70,75,64,N/A,53,59,83,26,0.00,29.96,9,16,9.1,

2015/8/13,66,76,56,N/A,57,69,88,53,0.00,30.02,7,16,9.1,

2015/8/14,70,73,66,N/A,66,88,94,78,0.08,30.02,6,12,9.1,Rain Thunderstorm

2015/8/15,72,78,65,N/A,66,82,100,61,0.00,30.08,3,8,8.7,

2015/8/16,74,84,65,N/A,66,86,100,55,0.00,30.09,4,13,6.1,Fog

2015/8/17,76,84,67,N/A,68,80,94,57,0.00,30.01,5,13,9.0,

2015/8/18,72,75,69,N/A,68,87,94,78,0.08,29.94,5,18,6.9,Rain Thunderstorm

2015/8/19,75,81,69,N/A,70,89,100,68,0.08,29.85,7,20,5.9,Rain

2015/8/20,73,77,69,N/A,68,86,100,61,0.24,29.76,9,23,8.0,Rain

2015/8/21,68,73,62,N/A,55,63,82,44,0.00,30.04,11,17,9.1,

2015/8/22,64,72,56,1,57,73,88,60,0.00,30.16,4,9,9.1,

2015/8/23,66,73,60,N/A,61,79,94,63,0.00,30.00,6,14,9.1,

2015/8/24,68,73,64,N/A,61,74,88,54,0.01,29.79,8,18,8.7,Rain

2015/8/25,65,70,60,N/A,53,64,72,51,0.00,29.88,9,16,9.1,Rain

2015/8/26,64,68,60,1,55,73,82,53,0.00,30.00,8,16,9.1,Rain

2015/8/27,62,68,55,4,54,76,94,51,0.00,30.12,7,12,9.1,

2015/8/28,62,72,52,3,56,79,94,54,0.00,30.18,3,10,9.1,

2015/8/29,66,74,58,N/A,60,81,94,65,0.00,30.12,3,9,9.1,

2015/8/30,70,77,64,N/A,63,78,94,57,0.00,30.05,4,10,7.0,Rain

2015/8/31,72,78,65,N/A,66,84,94,65,0.00,30.00,5,12,6.1,

2015/9/1,71,78,64,N/A,66,84,94,65,0.00,30.04,4,8,5.3,

2015/9/2,76,86,66,N/A,68,78,94,55,0.00,29.97,4,9,6.0,Thunderstorm

2015/9/3,75,81,69,N/A,69,81,94,52,0.00,29.93,4,13,4.4,Thunderstorm

2015/9/4,74,77,70,N/A,65,76,100,50,0.00,30.06,11,23,7.9,

2015/9/5,73,78,68,N/A,67,81,88,60,0.00,30.13,11,17,8.0,

2015/9/6,76,82,69,N/A,69,86,100,66,0.00,30.09,5,12,5.7,

2015/9/7,76,83,70,N/A,70,81,94,61,0.00,29.97,7,14,8.2,Rain Thunderstorm

2015/9/8,76,81,72,N/A,71,86,96,67,0.16,29.93,4,9,6.4,Rain

2015/9/9,72,77,66,N/A,64,73,94,31,0.12,29.84,6,14,8.3,Rain

2015/9/10,68,73,62,N/A,52,57,77,32,0.00,29.94,6,12,9.1,

2015/9/11,66,73,59,N/A,54,65,94,45,0.20,29.87,5,16,9.1,Rain

2015/9/12,58,61,55,7,52,78,88,62,0.35,29.85,8,15,8.9,Rain

2015/9/13,56,60,53,8,49,75,88,52,0.08,29.80,10,20,9.1,Rain

2015/9/14,64,75,52,2,49,59,77,29,0.00,30.05,10,18,9.1,

2015/9/15,68,76,59,N/A,59,74,88,53,0.00,30.25,6,15,9.1,

2015/9/16,71,80,62,N/A,62,70,94,54,0.00,30.27,5,9,8.0,

2015/9/17,69,78,60,N/A,63,82,100,58,0.00,30.11,3,13,6.0,

2015/9/18,68,76,61,N/A,63,90,100,54,0.00,29.94,3,14,5.0,

2015/9/19,66,73,60,N/A,63,84,94,56,0.28,29.74,9,33,8.3,Rain

2015/9/20,56,62,51,8,48,67,82,48,0.00,30.17,5,9,7.4,

2015/9/21,60,66,53,6,53,74,88,54,0.00,30.22,6,17,9.1,

2015/9/22,62,69,54,4,57,83,100,68,0.00,30.23,5,10,8.5,

2015/9/23,62,71,54,2,58,93,100,64,0.00,30.28,2,7,3.9,Fog

2015/9/24,63,69,57,2,60,84,94,73,0.00,30.35,6,16,9.1,

2015/9/25,63,66,60,2,54,69,94,54,0.00,30.37,12,22,9.1,

2015/9/26,60,65,55,5,53,72,88,61,0.00,30.41,13,20,9.1,

2015/9/27,64,68,59,2,58,78,88,56,0.00,30.27,8,13,9.1,

2015/9/28,67,70,64,N/A,64,92,94,83,0.08,30.08,6,12,7.7,Rain

2015/9/29,64,69,60,N/A,63,90,100,63,0.04,29.95,5,15,6.3,Rain

2015/9/30,60,66,53,6,44,59,77,29,0.00,30.09,11,21,9.1,

2015/10/1,52,59,44,14,34,51,66,27,0.00,30.33,14,20,9.1,

2015/10/2,50,55,44,16,31,47,62,28,0.00,30.44,15,23,9.1,

2015/10/3,51,55,47,14,38,59,71,41,0.01,30.40,25,34,9.1,Rain

2015/10/4,54,57,51,11,46,72,82,58,0.00,30.31,16,24,9.1,

2015/10/5,56,58,53,10,50,80,94,65,0.00,30.20,5,12,7.9,Rain

2015/10/6,58,62,55,6,52,79,94,59,0.00,30.10,5,10,9.1,

2015/10/7,62,69,54,4,52,74,88,50,0.00,30.05,6,12,9.1,

2015/10/8,54,57,50,12,46,71,88,59,0.20,30.09,11,20,8.9,Rain

2015/10/9,57,63,50,8,52,84,100,63,0.02,29.86,12,20,8.2,Rain

2015/10/10,52,59,45,13,43,67,81,48,0.00,30.12,7,25,9.1,

2015/10/11,62,68,55,4,51,69,77,50,0.00,29.79,16,24,9.1,

2015/10/12,67,75,59,N/A,55,74,82,53,0.94,29.59,11,18,8.4,Rain Thunderstorm

2015/10/13,60,64,55,6,52,75,88,52,0.00,29.46,13,29,8.7,Rain

2015/10/14,52,56,49,12,42,68,82,43,0.00,29.77,10,18,9.1,

2015/10/15,54,63,45,11,44,70,82,48,0.03,29.84,14,39,8.6,Rain Thunderstorm

2015/10/16,49,56,41,16,40,70,82,46,0.01,29.99,12,28,8.5,Rain Thunderstorm

2015/10/17,39,44,34,26,28,64,81,39,0.00,30.23,8,16,9.1,Rain

2015/10/18,38,44,33,26,25,59,81,30,0.00,30.36,6,12,9.1,

2015/10/19,46,59,32,20,39,64,80,49,0.01,30.16,11,28,9.0,Rain Thunderstorm

2015/10/20,58,62,53,8,47,67,88,55,0.01,30.07,11,22,8.9,Rain Thunderstorm

2015/10/21,51,54,48,14,46,83,94,68,0.08,30.19,10,21,8.4,Rain Thunderstorm

2015/10/22,56,61,50,10,45,71,94,39,0.00,30.09,8,20,8.8,Rain Thunderstorm

2015/10/23,42,46,37,24,32,62,76,42,0.00,30.36,7,15,9.1,

2015/10/24,50,57,44,14,48,88,100,64,0.35,29.91,11,24,7.1,Rain Thunderstorm

2015/10/25,52,57,46,12,44,73,94,37,0.00,30.06,15,28,8.4,Rain

2015/10/26,46,50,41,20,37,71,87,51,0.00,30.48,6,10,9.1,

2015/10/27,46,51,42,18,39,72,82,59,0.00,30.46,10,23,9.1,

2015/10/28,52,57,48,12,51,96,100,67,1.14,29.69,15,26,3.5,Fog Rain

2015/10/29,49,52,46,16,41,75,100,41,0.02,29.49,15,38,8.9,Rain

2015/10/30,44,48,40,21,36,70,81,45,0.00,29.96,11,23,8.9,Rain

2015/10/31,42,50,35,22,39,78,87,62,0.04,30.06,3,10,9.1,Rain

2015/11/1,54,60,47,12,45,77,100,39,0.16,29.74,11,29,8.6,Rain

2015/11/2,48,57,40,16,44,83,100,58,0.00,30.06,6,9,9.1,

2015/11/3,54,63,46,10,47,78,100,54,0.00,30.15,5,10,9.1,

2015/11/4,50,54,46,15,50,93,100,79,0.00,30.21,9,16,5.1,Fog

2015/11/5,54,62,46,11,53,91,100,77,0.00,30.11,1,7,3.8,Fog

2015/11/6,58,64,51,8,54,91,100,49,0.08,29.79,6,33,6.1,Rain

2015/11/7,48,54,41,17,39,72,97,41,0.00,30.08,11,24,8.8,Rain

2015/11/8,44,50,38,21,36,74,87,54,0.00,30.36,8,14,9.1,

2015/11/9,43,51,35,22,36,74,87,50,0.00,30.34,6,10,9.1,

2015/11/10,46,50,42,19,46,94,100,76,0.35,30.04,12,21,5.0,Rain

2015/11/11,48,53,44,16,48,97,100,82,0.04,29.94,6,12,5.7,Rain

2015/11/12,48,53,43,17,46,88,100,71,0.04,29.48,12,36,7.8,Rain

